Survived,PassengerId,Age_categories_Missing,Age_categories_Infant,Age_categories_Child,Age_categories_Teenager,Age_categories_Young Adult,Age_categories_Adult,Age_categories_Senior,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,SibSp_scaled,Parch_scaled,Fare_scaled,Fare_categories_0-12,Fare_categories_12-50,Fare_categories_50-100,Fare_categories_100+,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Cabin_type_A,Cabin_type_B,Cabin_type_C,Cabin_type_D,Cabin_type_E,Cabin_type_F,Cabin_type_G,Cabin_type_T,Cabin_type_Unknown
1,124,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,125,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.16666666666666666,0.15085515328815924,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,126,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.125,0.0,0.021942337075458514,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,127,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,128,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.01393967004027879,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,129,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.125,0.16666666666666666,0.04364049521284362,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,130,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013614293309848433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,131,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,132,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013760683560491965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,133,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.125,0.0,0.028302115124416098,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,134,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,135,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,136,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,0.0,0.02936744577509929,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,137,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.3333333333333333,0.051301584996521765,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,138,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.0,0.10364429745562033,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,139,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.01798980030808316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,140,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.15458810467956932,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,141,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.3333333333333333,0.029757819776815374,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,142,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,143,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.030937139635999665,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,144,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.013175122557917838,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,145,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.022446505098674838,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,146,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.07173122281533045,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,147,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015216388212891242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,148,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.25,0.3333333333333333,0.06709553154495196,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,149,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.3333333333333333,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,150,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,151,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.02444717185746977,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,152,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.12999454257145598,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,153,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,154,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.3333333333333333,0.028302115124416098,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,155,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014273049437744325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,156,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.16666666666666666,0.11980421963065935,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,157,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015094396337354966,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,158,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,159,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,160,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,161,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.16666666666666666,0.031425107138144774,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,162,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.030741952635141623,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,163,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,165,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0.16666666666666666,0.07746484096553544,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,166,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.3333333333333333,0.04006213192611313,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,167,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.16666666666666666,0.10735285047192313,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,168,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.125,0.6666666666666666,0.05445717323939373,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,169,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.050602229972447406,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,170,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.11027245763075773,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,171,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,0.0,0.06538764528744409,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,172,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5,0.16666666666666666,0.05684821399990475,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,173,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.021730754366528396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,174,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,175,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.05991421140938287,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,176,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.125,0.16666666666666666,0.015330377421392339,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,177,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.375,0.16666666666666666,0.049707687947515,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,178,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.05604306762136532,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,179,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,180,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,181,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,182,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0.0,0.02937564362913533,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,183,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0.3333333333333333,0.06126431989431795,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,184,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.25,0.16666666666666666,0.07612293033463641,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,185,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.04298993693898376,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,186,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.09759350042902103,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,187,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.125,0.0,0.030253985132996517,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,188,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,189,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.125,0.16666666666666666,0.030253985132996517,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,190,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,191,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,192,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,193,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.015330377421392339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,194,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.050748620223090936,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,195,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.05410739813385612,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,196,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.2859895551532101,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,197,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,198,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.16666666666666666,0.01640390592611157,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,199,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,200,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,201,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,202,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,203,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.012678957201736696,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,204,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,205,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,206,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.16666666666666666,0.02042143996477265,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,207,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.030937139635999665,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,208,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.036670757786204655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,209,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,210,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.060507970265993034,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,211,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013760683560491965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,212,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.04098927018018883,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,213,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,214,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,215,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.125,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,216,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.22109807522194713,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,217,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,218,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.0,0.05270049023167135,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,219,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.14891148113361488,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,220,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,222,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,223,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,224,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,225,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.0,0.17566830077223786,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,226,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018249984580226933,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,227,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,228,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,229,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,230,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.375,0.16666666666666666,0.049707687947515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.16293234896625058,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,232,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,233,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.026350245115835676,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,234,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,0.3333333333333333,0.06126431989431795,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,235,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,236,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.014736618564782174,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,237,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,238,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0.3333333333333333,0.05123658772523604,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,239,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,240,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.023959204355324663,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,241,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.125,0.0,0.028212719478023115,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,242,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.125,0.0,0.030253985132996517,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,243,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,244,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013907073811135496,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,245,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,246,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.25,0.0,0.17566830077223786,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,247,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,248,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.3333333333333333,0.028302115124416098,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,249,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.16666666666666666,0.10257896680493714,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,250,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
